Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,rolling_avg_fwd_pkts,rolling_avg_bwd_pkts,fwd_pkt_len_avg_spark_func,fwd_pkt_len_avg_spark_sql,is_below_mean_init_bwd_win_byts,Src Country,Dst Country
3098229,172.31.65.64-1.0.176.98-445-23054-6,1.0.176.98,23054,172.31.65.64,445,6,2018-02-20 03:57:28,255519,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.654413174754128,85173.0,147473.73661774493,255461.0,1.0,255519.0,127759.5,180677.80340844303,255518.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.740809881065594,3.913603293688531,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,9.874172641648324,4.295604849280514,0.0,0.0,False,unknown,unknown
6358830,172.31.65.20-1.0.176.98-445-31749-6,1.0.176.98,31749,172.31.65.20,445,6,2018-02-20 03:58:50,1308475,7,5,364.0,583.0,103.0,0.0,52.0,49.21720566360237,409.0,0.0,116.6,167.0038921702126,723.7432889432354,9.170981486081123,118952.27272727276,136312.60147476528,261790.0,34.0,1308475.0,218079.16666666663,106617.417956761,262620.0,451.0,1047520.0,261880.0,407.0945836043511,262450.0,261505.0,0,0,0,0,152,112,5.349739200213988,3.821242285867135,0.0,409.0,72.84615384615384,109.55048010989132,12001.307692307691,0,0,0,1,0,0,0,0,0.0,78.91666666666667,52.0,116.6,0,0,0,0,0,0,7,364,5,583,8192,257,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.848736769612159,4.299791520533727,51.5,51.5,True,unknown,unknown
6362461,172.31.65.20-1.0.176.98-445-32198-6,1.0.176.98,32198,172.31.65.20,445,6,2018-02-20 03:58:54,1023958,6,5,455.0,316.0,140.0,0.0,75.83333333333333,62.9362110923963,147.0,0.0,63.2,65.4194160781033,752.9605706484056,10.742628115606305,102395.80000000002,132049.36158859514,255919.0,4.0,1023913.0,204782.6,114474.72318726084,256026.0,4.0,1023901.0,255975.25,197.77491414905387,256204.0,255805.0,0,0,0,0,132,112,5.859615335785258,4.883012779821048,0.0,147.0,64.24999999999999,61.69002424143704,3805.659090909091,0,0,0,1,0,0,0,0,0.0,70.0909090909091,75.83333333333333,63.2,0,0,0,0,0,0,6,455,5,316,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.6500548056882804,4.205952786458904,70.0,70.0,True,unknown,unknown
5175962,172.31.67.96-1.0.176.98-445-48615-6,1.0.176.98,48615,172.31.67.96,445,6,2018-02-20 04:11:44,274173,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.589328635569514,91391.0,158220.24863777708,274088.0,1.0,274173.0,137086.5,193868.17330469692,274172.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,10.941996476677136,3.6473321588923775,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.383783670892128,4.117195741526853,0.0,0.0,False,unknown,unknown
5179998,172.31.67.96-1.0.176.98-445-49073-6,1.0.176.98,49073,172.31.67.96,445,6,2018-02-20 04:11:48,807039,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,675.3081325685624,11.151877418563416,100879.875,139128.92463614716,268953.0,3.0,806973.0,201743.25,134493.50085010304,269008.0,3.0,806984.0,268994.66666666674,99.04207859962013,269068.0,268882.0,0,0,0,0,112,92,6.195487454757452,4.956389963805963,0.0,140.0,54.5,64.19804427619964,4121.38888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555557,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.665699755739948,4.495578300839796,70.0,70.0,True,unknown,unknown
2873526,172.31.65.27-1.0.176.98-445-58388-6,1.0.176.98,58388,172.31.65.27,445,6,2018-02-20 04:23:33,788083,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,691.5515243952731,11.42011691661919,98510.375,135871.19130783653,262898.0,4.0,788018.0,197004.5,131333.84738774184,262979.0,4.0,788022.0,262674.0,281.88472821350217,262999.0,262496.0,0,0,0,0,112,92,6.344509398121773,5.075607518497417,0.0,140.0,54.5,64.19804427619964,4121.38888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555557,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.82733110985212,4.559776547065252,70.0,70.0,True,unknown,unknown
5188182,172.31.67.96-1.0.176.98-445-46359-6,1.0.176.98,46359,172.31.67.96,445,6,2018-02-20 04:52:03,802537,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,679.0964154923697,11.214436219140053,100317.125,138244.75573565427,267429.0,45.0,802466.0,200616.5,133412.53912707506,267507.0,498.0,802482.0,267494.0,12.16552506059644,267502.0,267480.0,0,0,0,0,112,92,6.2302423439666965,4.984193875173356,0.0,140.0,54.5,64.19804427619964,4121.38888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555557,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,6.25674639894864,5.0053971191589115,70.0,70.0,True,unknown,unknown
3007305,172.31.65.43-1.0.176.98-445-44724-6,1.0.176.98,44724,172.31.65.43,445,6,2018-02-20 05:12:08,264398,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12870747887654,88132.66666666666,152199.13976870346,263877.0,102.0,264398.0,132199.0,186365.0632495265,263979.0,419.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.346530609157403,3.782176869719135,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.973760783748625,4.613992754463303,0.0,0.0,False,unknown,unknown
3636913,172.31.66.25-1.0.176.98-445-48026-6,1.0.176.98,48026,172.31.66.25,445,6,2018-02-20 05:12:37,260423,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.35962645388464,86807.66666666666,149909.38647173945,259908.0,84.0,260423.0,130211.5,183537.34323156145,259992.0,431.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.51971984041348,3.83990661347116,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,9.698830931179193,4.202092452787884,0.0,0.0,False,unknown,unknown
3646331,172.31.66.25-1.0.176.98-445-48493-6,1.0.176.98,48493,172.31.66.25,445,6,2018-02-20 05:12:42,781507,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,697.3705929697368,11.516211627023177,97688.375,134603.50044475865,260424.0,45.0,781415.0,195353.75,129912.09500883023,260518.0,486.0,781443.0,260481.0,64.13267497929587,260532.0,260409.0,0,0,0,0,112,92,6.397895348346207,5.118316278676967,0.0,140.0,54.5,64.19804427619964,4121.38888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555557,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,9.754715265972363,4.246799920622421,70.0,70.0,True,unknown,unknown
3013546,172.31.65.43-1.0.176.98-445-54778-6,1.0.176.98,54778,172.31.65.43,445,6,2018-02-20 05:13:42,794625,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,685.8581091709926,11.326097215667769,99328.125,136976.06053242346,264913.0,4.0,794513.0,198628.25,132416.39026539226,265038.0,4.0,794558.0,264852.66666666674,287.30529638928226,265025.0,264521.0,0,0,0,0,112,92,6.292276230926538,5.03382098474123,0.0,140.0,54.5,64.19804427619964,4121.38888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555557,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,8.069963806562074,4.664014625629785,70.0,70.0,True,unknown,unknown
1470310,172.31.66.82-1.0.176.98-445-59958-6,1.0.176.98,59958,172.31.66.82,445,6,2018-02-20 05:14:30,1342485,7,5,364.0,582.0,103.0,0.0,52.0,49.21720566360237,409.0,0.0,116.4,167.03532560509467,704.6633668160166,8.938647359188371,122044.09090909093,139545.42767963026,268361.0,53.0,1342485.0,223747.5,109415.66457276582,271107.0,421.0,1075006.0,268751.5,1294.6944298430678,270650.0,267915.0,0,0,0,0,152,112,5.214210959526549,3.7244363996618217,0.0,409.0,72.76923076923076,109.5332170669046,11997.52564102564,0,0,0,1,0,0,0,0,0.0,78.83333333333333,52.0,116.4,0,0,0,0,0,0,7,364,5,582,8192,257,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,5.968127512933098,4.625524554360006,51.5,51.5,True,unknown,unknown
4848944,172.31.67.48-1.0.176.98-445-50483-6,1.0.176.98,50483,172.31.67.48,445,6,2018-02-20 05:23:10,254493,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.717524647043335,84831.0,146880.50932305484,254434.0,1.0,254493.0,127246.5,179952.31185094567,254492.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.788143485282502,3.929381161760834,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.764876891911864,4.229212848721295,0.0,0.0,False,unknown,unknown
1346646,172.31.66.49-1.0.176.98-445-13588-6,1.0.176.98,13588,172.31.66.49,445,6,2018-02-20 08:29:42,262912,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.214216163583254,87637.33333333334,151733.42783425585,262844.0,1.0,262912.0,131456.0,185905.4438417552,262911.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.41066212268744,3.8035540408958135,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,9.47100552249883,3.819123867439489,0.0,0.0,False,unknown,unknown
1346648,172.31.66.49-1.0.176.98-445-13617-6,1.0.176.98,13617,172.31.66.49,445,6,2018-02-20 08:29:42,1523094,7,5,364.0,582.0,103.0,0.0,52.0,49.21720566360237,409.0,0.0,116.4,167.03532560509467,621.1041472161272,7.878699541853622,138463.0909090909,158473.98632801193,309997.0,3.0,1523094.0,253849.0,124419.26869098697,310054.0,3.0,1217517.0,304379.25,7292.822561715502,313050.0,295664.0,0,0,0,0,152,112,4.5959080660812806,3.2827914757723424,0.0,409.0,72.76923076923076,109.5332170669046,11997.52564102564,0,0,0,1,0,0,0,0,0.0,78.83333333333333,52.0,116.4,0,0,0,0,0,0,7,364,5,582,8192,257,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,9.264904558017074,3.671908892809663,51.5,51.5,True,unknown,unknown
1358818,172.31.66.49-1.0.176.98-445-14079-6,1.0.176.98,14079,172.31.66.49,445,6,2018-02-20 08:29:46,1057551,6,5,455.0,338.0,140.0,0.0,75.83333333333333,62.9362110923963,145.0,0.0,67.6,69.75887040369847,749.8456339221466,10.401389625653987,105755.1,136419.8624886909,264935.0,6.0,1057503.0,211500.6,118229.81267133936,264977.0,6.0,1057509.0,264377.25,579.3302886379472,265132.0,263891.0,0,0,0,0,132,112,5.6734852503567215,4.7279043752972685,0.0,145.0,66.08333333333333,63.40269327995078,4019.901515151516,0,0,0,1,0,0,0,0,0.0,72.0909090909091,75.83333333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.2266851463751465,3.9380832973218083,70.0,70.0,True,unknown,unknown
6498074,172.31.65.80-1.0.176.98-445-58367-6,1.0.176.98,58367,172.31.65.80,445,6,2018-02-20 08:46:56,1316712,7,5,364.0,583.0,103.0,0.0,52.0,49.21720566360237,409.0,0.0,116.6,167.0038921702126,719.2157434579467,9.113610265570603,119701.09090909093,137205.20125888413,263603.0,5.0,1316712.0,219452.0,107509.4750466209,264901.0,5.0,1053752.0,263438.0,582.3595681936263,264095.0,262923.0,0,0,0,0,152,112,5.316272654916185,3.797337610654418,0.0,409.0,72.84615384615384,109.55048010989132,12001.307692307691,0,0,0,1,0,0,0,0,0.0,78.91666666666667,52.0,116.6,0,0,0,0,0,0,7,364,5,583,8192,257,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,5.195221990451396,3.936011153908009,51.5,51.5,True,unknown,unknown
5913329,172.31.69.8-1.0.176.98-445-54327-6,1.0.176.98,54327,172.31.69.8,445,6,2018-02-20 08:56:39,272052,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.703071471630423,90684.0,157010.40896704904,271984.0,2.0,272052.0,136026.0,192366.98560823788,272050.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.027303603722816,3.6757678679076062,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.339020502998575,4.067003284619764,0.0,0.0,False,unknown,unknown
5081002,172.31.67.75-1.0.176.98-445-29792-6,1.0.176.98,29792,172.31.67.75,445,6,2018-02-20 09:03:08,773578,5,4,286.0,170.0,103.0,0.0,57.2,52.48523601928451,131.0,0.0,42.5,61.7980582219215,589.4686767203824,11.6342501984286,96697.25,133288.53988219905,257894.0,3.0,773515.0,193378.75,128917.4439150239,258047.0,3.0,773512.0,257837.33333333328,121.02203656084016,257957.0,257715.0,0,0,0,0,112,92,6.463472332460332,5.170777865968267,0.0,131.0,45.6,52.98469380658699,2807.3777777777777,0,0,0,1,0,0,0,0,0.0,50.66666666666666,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.602349530366445,4.214627781510097,51.5,51.5,True,unknown,unknown
6188780,172.31.64.40-1.0.176.98-445-24706-6,1.0.176.98,24706,172.31.64.40,445,6,2018-02-20 09:23:21,1326460,7,5,364.0,583.0,103.0,0.0,52.0,49.21720566360237,409.0,0.0,116.6,167.0038921702126,713.9303107519262,9.046635405515431,120587.27272727268,138269.24614468028,267895.0,3.0,1326460.0,221076.66666666663,108312.47588097444,267969.0,3.0,1061978.0,265494.5,2390.375214619384,269006.0,263959.0,0,0,0,0,152,112,5.277203986550669,3.7694314189647633,0.0,409.0,72.84615384615384,109.55048010989132,12001.307692307691,0,0,0,1,0,0,0,0,0.0,78.91666666666667,52.0,116.6,0,0,0,0,0,0,7,364,5,583,8192,257,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,7.589326640911271,4.205325717613545,51.5,51.5,True,unknown,unknown
